Price,Close,High,Low,Open,Volume
Ticker,HMC.AX,HMC.AX,HMC.AX,HMC.AX,HMC.AX
Date,,,,,
2022-07-12,4.438273906707764,4.541927987038393,4.372312137528674,4.466542915407522,598408
2022-07-13,4.607889652252197,4.711543740351726,4.47596655333414,4.711543740351726,1019919
2022-07-14,4.6361589431762695,4.6361589431762695,4.504235849073476,4.570197171460968,397511
2022-07-15,4.702120304107666,4.777505379255013,4.560774355359945,4.777505379255013,454793
2022-07-18,4.805775165557861,4.843467484556128,4.617313570566528,4.843467484556128,273088
2022-07-19,4.88115930557251,4.88115930557251,4.711543887384683,4.711543887384683,424509
2022-07-20,5.003658771514893,5.041351080769682,4.881158541772942,4.947120307632709,357670
2022-07-21,4.8905816078186035,4.984812376409687,4.834043146663953,4.9659662226914705,394222
2022-07-22,4.815197467803955,4.928274401264514,4.44769676006545,4.44769676006545,420018
2022-07-25,4.768082141876221,4.8811590821591775,4.749235985162394,4.758659288183217,356774
2022-07-26,4.8623127937316895,4.890582252700556,4.645581772729737,4.7586591592773955,252743
2022-07-27,4.9000043869018555,4.9000043869018555,4.768081312842735,4.777504614225115,116680
2022-07-28,4.965967178344727,5.022505650379669,4.862313088283415,4.928274863654765,492248
2022-07-29,5.041350841522217,5.088466450518623,4.947120072857154,5.088466450518623,372691
2022-08-01,4.918851375579834,5.041351618385354,4.918851375579834,4.937697532217005,270749
2022-08-02,4.824620246887207,4.909428170345014,4.617312538724305,4.739812772757185,528527
2022-08-03,4.768082141876221,4.843466768731526,4.683274212000093,4.683274212000093,403396
2022-08-04,4.852889537811279,4.9424086600206225,4.834043383171009,4.909428001732091,317926
2022-08-05,4.8623127937316895,4.890582252700556,4.7586591592773955,4.7586591592773955,255156
2022-08-08,4.7492356300354,4.81519739826537,4.711543319426213,4.739812777046996,182728
2022-08-09,4.796350955963135,4.83404326431694,4.768081500033902,4.768081500033902,197701
2022-08-10,4.730389595031738,4.824620373951136,4.683273980908141,4.683273980908141,169358
2022-08-11,4.928274154663086,4.956543611277572,4.834043381494414,4.956543611277572,411534
2022-08-12,4.702120304107666,4.852890005074547,4.702120304107666,4.852890005074547,285570
2022-08-15,4.824620246887207,4.834043549194868,4.7209666174696485,4.739812772757185,205727
2022-08-16,4.7775044441223145,4.815196749654317,4.758658291356314,4.7775044441223145,199373
2022-08-17,4.824620246887207,4.824620246887207,4.683273857566791,4.758658928044722,226445
2022-08-18,4.664427757263184,4.8151974506685224,4.64558160175349,4.786927992740087,250187
2022-08-19,4.607889652252197,4.720967043509786,4.560774484445375,4.702120437193667,372845
2022-08-22,4.560774326324463,4.6267356488327165,4.457120241818595,4.466543095322142,222329
2022-08-23,4.4288506507873535,4.5419280347578015,4.4288506507873535,4.457120109111915,266406
2022-08-24,4.909428596496582,4.994236527315945,4.504235997978849,4.56077446874915,714199
2022-08-25,4.994235992431641,5.12615907676667,4.914139721753429,5.12615907676667,605109
2022-08-26,5.060197353363037,5.173274283763514,4.909428112829068,5.031928345426808,366860
2022-08-29,4.683274269104004,4.937697612506792,4.655005258352485,4.890582444811653,626325
2022-08-30,4.711543560028076,4.8717361129614805,4.683274100963672,4.805774341363076,606253
2022-08-31,4.739812850952148,4.796351317747501,4.673851081693675,4.692697237292125,279545
2022-09-01,4.5013909339904785,4.644443709286735,4.5013909339904785,4.606296363174699,485922
2022-09-02,4.5013909339904785,4.577686080966789,4.453706978726551,4.520464607046497,233685
2022-09-05,4.6158342361450195,4.6158342361450195,4.4918551121736465,4.520465399396384,246685
2022-09-06,4.577686309814453,4.720738637509944,4.577686309814453,4.577686309814453,551017
2022-09-07,4.510929107666016,4.5967608849104105,4.406023652673127,4.482318363667101,688204
2022-09-08,4.558613300323486,4.816108164364097,4.530002557762385,4.673055361063241,451014
2022-09-09,4.549076080322266,4.606297108752144,4.415560347319216,4.415560347319216,512276
2022-09-12,4.568149566650391,4.863791761963096,4.510928540598153,4.863791761963096,549079
2022-09-13,4.777960777282715,4.816108130595157,4.577686945016235,4.644444585936847,294538
2022-09-14,4.70166540145874,4.711202466728018,4.5395393846517225,4.596760412010488,473811
2022-09-15,4.711202621459961,4.7779607162805675,4.692128945047261,4.74934997428536,897136
2022-09-16,4.825644493103027,4.825644493103027,4.539539357989587,4.568149644124781,1600414
2022-09-19,4.816108226776123,4.8924029349246645,4.730276452732849,4.777960872701852,459390
2022-09-20,4.739812850952148,4.901939325860876,4.682591822411241,4.901939325860876,360779
2022-09-21,4.663517951965332,4.816107809803712,4.577686640105553,4.816107809803712,491313
2022-09-23,4.4060235023498535,4.644444693447819,4.38694982525211,4.634908082275114,727326
2022-09-26,4.42509651184082,4.444170186060951,4.253433443859639,4.367875489180427,378458
2022-09-27,4.339264869689941,4.463243515157934,4.282043396701971,4.415559560670931,448715
2022-09-28,4.329728603363037,4.377413021384482,4.2534338983305755,4.358339345126367,799538
2022-09-29,4.2725067138671875,4.4918541740228415,4.253433041451575,4.4918541740228415,567271
2022-09-30,4.291581153869629,4.320191894986439,4.119918071425673,4.119918071425673,545703
2022-10-03,4.205749034881592,4.243896383357668,4.129454337929441,4.177138750900667,153248
2022-10-04,4.510929107666016,4.520465719164088,4.262970842183252,4.262970842183252,314553
2022-10-05,4.6158342361450195,4.644444523367757,4.50139172299712,4.539539530547964,418638
2022-10-06,4.596760272979736,4.634907623398465,4.482317766971261,4.501391442180625,300212
2022-10-07,4.42509651184082,4.520464882941476,4.367875489180427,4.396486227886755,284908
2022-10-10,4.262969970703125,4.301117773153894,4.053159558361298,4.100843970360567,362945
2022-10-11,4.253433704376221,4.3106547305413185,4.196212678211123,4.243896639305892,300289
2022-10-12,4.291581153869629,4.310654829696735,4.205749385271499,4.224823061098606,249688
2022-10-13,4.253433704376221,4.3106547305413185,4.186675613140794,4.272507379764587,191333
2022-10-14,4.243896484375,4.530002059507994,4.2152861997130655,4.453707360739802,295787
2022-10-17,4.186675548553467,4.253433638759025,4.14852819836523,4.205749223647586,260349
2022-10-18,4.415559768676758,4.434633442320518,4.2534333153286745,4.2915806626161945,250212
2022-10-19,4.310654640197754,4.472781104977131,4.272507290220522,4.444170365118066,303037
2022-10-20,4.1962127685546875,4.243896730676082,4.148528351680992,4.243896730676082,361979
2022-10-21,3.9673280715942383,4.148528213003898,3.9673280715942383,4.110380862681053,1733009
2022-10-24,3.9864017963409424,4.158065329681289,3.976865186017752,4.148528264605806,344739
2022-10-25,4.081770420074463,4.096075562206386,3.986401593188922,4.02454894204223,389486
2022-10-26,4.138991832733154,4.291581242501351,4.105612558282127,4.291581242501351,349420
2022-10-27,4.148528099060059,4.220054720015053,4.053159725872341,4.053159725872341,447525
2022-10-28,4.243896484375,4.253433549097162,4.043622672732359,4.1580651756369225,571544
2022-10-31,4.577686309814453,4.625370267462197,4.339265157318955,4.4918545493953514,625878
2022-11-01,4.758886337280273,4.768423402366106,4.348802088387614,4.348802088387614,307955
2022-11-02,4.720738887786865,4.782728445292434,4.701665212766097,4.758886237828402,297191
2022-11-03,4.568149566650391,4.625370592702628,4.5156970731239126,4.539539281000417,274201
2022-11-04,4.472781181335449,4.5586129476256625,4.291581038474048,4.291581038474048,262308
2022-11-07,4.444170951843262,4.482318306856757,4.253434176775786,4.253434176775786,206673
2022-11-08,4.4060235023498535,4.444170856545341,4.310655116861134,4.444170856545341,283343
2022-11-09,4.482317924499512,4.510928665695209,4.386949545101027,4.444170572740118,254272
2022-11-10,4.520464897155762,4.577686374748349,4.386949177195012,4.577686374748349,217730
2022-11-11,4.825644493103027,4.940086547148404,4.682591698170158,4.835181558316291,322319
2022-11-14,4.806570529937744,4.84471787900453,4.5872230454275895,4.5872230454275895,288318
2022-11-15,4.758886337280273,4.86379177946297,4.739812661860901,4.806570753204851,302774
2022-11-16,4.758886337280273,4.882865454882342,4.730276051527361,4.797034142871311,280238
2022-11-17,4.787497043609619,4.787497043609619,4.673054991910335,4.74934969304319,245707
2022-11-18,4.797033786773682,4.8828650924132075,4.777960112770202,4.863791418409728,201821
2022-11-21,4.863792419433594,4.940087131149831,4.806571385646417,4.882866097362653,296446
2022-11-22,4.835180759429932,4.91147544952116,4.75888561458648,4.91147544952116,184917
2022-11-23,4.863792419433594,4.892403163703359,4.7684240297882985,4.892403163703359,304272
2022-11-24,4.892402172088623,4.911475846151742,4.758885998894534,4.873328498025505,261386
2022-11-25,5.006844520568848,5.006844520568848,4.873328794017652,4.873328794017652,265047
2022-11-28,5.054528713226318,5.0640653230406585,4.949623276754967,5.006844299897812,394377
2022-11-29,4.940086841583252,5.130824064446003,4.825644780716997,5.054529357201833,639608
2022-11-30,4.978233814239502,5.02591822999416,4.8351814764801135,4.911476177885732,700865
2022-12-01,4.6158342361450195,4.949623800508295,4.549076141371438,4.911476447709767,1173859
2022-12-02,4.673055648803711,4.730276682696938,4.482318414407269,4.587223870587694,719087
2022-12-05,4.587223052978516,4.692128490460995,4.549075703848936,4.625370402108095,369274
2022-12-06,4.4060235023498535,4.673055436470602,4.4060235023498535,4.625371016350075,773980
2022-12-07,4.320191860198975,4.406023173353662,4.248665235359053,4.272507443639027,415794
2022-12-08,4.30111837387085,4.5776869106882305,4.253433955211721,4.5776869106882305,446750
2022-12-09,4.291581153869629,4.329728505523842,4.167602033617287,4.320191894986439,485573
2022-12-12,4.291581153869629,4.358339246640652,4.196212774734097,4.358339246640652,392069
2022-12-13,4.2343597412109375,4.58722293929045,4.18667532860462,4.58722293929045,471572
2022-12-14,4.38694953918457,4.396486604487708,4.234360132352784,4.367875863330597,407160
2022-12-15,4.253433704376221,4.339265471000013,4.224822963917526,4.243896639305892,1199885
2022-12-16,4.186675548553467,4.262970248929942,4.129454523271111,4.14852819836523,5895848
2022-12-19,4.205749034881592,4.3106544705669325,4.148528012167478,4.148528012167478,647930
2022-12-20,4.0722336769104,4.210517941106625,4.0436229356360105,4.167602056571192,569221
2022-12-21,4.1771392822265625,4.272507665547468,4.091307509861586,4.158065605562381,363874
2022-12-22,4.186675548553467,4.2343599636649065,4.14852819836523,4.177138938382551,408267
2022-12-23,4.148528099060059,4.26297014688532,4.057928258219795,4.177138838392511,341877
2022-12-28,4.02454948425293,4.138992000983486,4.005475807256558,4.100844646990744,189793
2022-12-29,4.02454948425293,4.0436231612493,3.9291810992710743,3.9959391961345383,466016
2022-12-30,4.062696933746338,4.310654712773026,3.986401777755067,4.17713898560481,450344
2023-01-03,3.9673280715942383,4.13899160279933,3.9005704359054016,4.119917927637907,247925
2023-01-04,4.129454612731934,4.129454612731934,3.94825446803613,3.995938884180608,314355
2023-01-05,4.2343597412109375,4.2343597412109375,4.1294543063283955,4.148527980420471,356441
2023-01-06,4.1962127685546875,4.234360120152724,4.119918065358616,4.119918065358616,202108
2023-01-09,4.215286731719971,4.27250776301792,4.186675988694829,4.253434085918603,100135
2023-01-10,4.158065319061279,4.224822955409984,4.119917968361365,4.119917968361365,184966
2023-01-11,4.282044410705566,4.282044410705566,4.138992058617012,4.158065735878975,143285
2023-01-12,4.367875576019287,4.482317623615327,4.320191616897074,4.463243949015986,199713
2023-01-13,4.348802089691162,4.434633856480214,4.301118128504584,4.301118128504584,147783
2023-01-16,4.377412796020508,4.434633821848923,4.339265445468231,4.4250967568347095,273878
2023-01-17,4.453707695007324,4.472781371130923,4.386949601198572,4.415560342760126,211239
2023-01-18,4.396486282348633,4.549075677999897,4.396486282348633,4.491854654630673,257789
2023-01-19,4.310654640197754,4.415560080011283,4.310654640197754,4.415560080011283,191175
2023-01-20,4.329728603363037,4.44417066091173,4.2534338983305755,4.44417066091173,213879
2023-01-23,4.396486282348633,4.396486282348633,4.291580845462253,4.348801868831478,177274
2023-01-24,4.482317924499512,4.5681496933343,4.406023220980724,4.482317924499512,296283
2023-01-25,4.491854667663574,4.577686430342583,4.444170254008065,4.472780993151825,257429
2023-01-27,4.539539337158203,4.568149623162109,4.320191840534974,4.463244180059095,215243
2023-01-30,4.520464897155762,4.653981071868777,4.506159755133748,4.625370333072484,158206
2023-01-31,4.367875576019287,4.530002037489813,4.367875576019287,4.472781013691793,304700
2023-02-01,4.4632439613342285,4.53953911469443,4.406022937378283,4.415560002080411,164691
2023-02-02,4.682591438293457,4.682591438293457,4.539539106052073,4.615833804514751,278322
2023-02-03,4.911475658416748,4.911475658416748,4.7874965543692936,4.7874965543692936,405530
2023-02-06,4.787497043609619,4.882865420025689,4.758886303308653,4.825644394176047,339653
2023-02-07,4.520464897155762,4.739812378753125,4.510928287391841,4.577686374748349,372631
